N_ratio,P_ratio,K_ratio,Soil_pH,Temperature_C,Humidity_pct,Rainfall_mm,Yield_ton_per_ha
109.51,70.06,99.82,6.08,19.2,73.5,362.3,151.67
60.92,43.36,107.42,6.82,25.0,69.9,260.9,120.66
13.76,11.49,29.75,6.05,29.4,84.2,1306.1,65.87
37.76,8.88,7.26,7.14,15.7,46.1,1432.1,80.36
41.81,76.26,100.93,6.12,30.3,46.6,350.4,135.38
43.14,18.77,16.68,7.48,15.4,68.5,477.1,60.14
89.18,81.16,58.66,6.71,25.3,82.9,316.8,127.56
40.76,23.55,66.18,7.19,26.5,67.0,1340.8,107.75
113.24,42.89,28.57,5.65,30.2,88.6,1446.3,140.24
63.24,22.31,8.05,6.2,30.2,43.4,540.3,70.65
49.85,29.21,32.54,6.97,23.3,79.6,594.7,83.35
106.68,44.15,8.37,6.81,16.3,85.6,671.5,105.26
108.11,82.07,26.22,5.89,28.9,55.6,853.2,145.88
34.19,16.79,37.93,6.21,25.2,87.7,1087.2,84.87
79.64,25.21,15.45,6.03,21.7,42.1,855.7,95.33
57.16,34.0,10.54,6.73,19.7,87.2,1436.3,97.73
115.98,41.4,108.32,6.19,17.4,84.2,329.9,140.48
109.7,33.84,68.46,6.12,20.9,34.0,1238.2,153.76
78.8,32.49,55.81,5.91,24.2,61.3,634.8,118.36
174.64,54.53,57.52,6.32,24.6,61.7,690.8,170.47
154.73,40.73,38.54,5.89,26.7,33.4,1121.5,153.26
72.39,131.44,79.27,7.43,22.2,32.4,1408.2,190.6
76.12,53.38,69.89,5.81,33.4,30.3,1131.1,138.55
33.34,15.75,35.42,7.33,24.9,61.5,1208.6,83.65
85.1,87.02,46.77,6.36,23.5,57.8,1176.0,149.85
60.38,32.06,7.96,6.26,16.0,86.4,617.3,68.13
67.08,43.58,25.84,5.96,27.0,50.5,1184.0,105.58
103.94,28.51,44.96,6.77,27.1,69.5,1219.9,130.36
40.67,29.55,19.08,6.87,26.7,30.5,893.4,75.8
24.37,23.41,7.42,6.44,32.8,69.8,897.8,63.94
68.21,29.5,34.1,5.61,30.3,84.8,1187.6,108.94
110.38,54.42,91.3,7.34,32.3,51.3,1262.1,175.4
28.04,11.73,14.03,7.46,16.2,48.8,638.4,48.59
43.44,6.6,27.36,6.36,21.4,67.6,1242.0,76.21
111.14,100.79,39.77,6.73,21.4,49.7,1258.5,162.67
88.62,27.74,10.14,6.4,28.1,54.1,504.4,88.95
101.52,108.15,74.92,6.14,24.0,46.4,1132.0,178.63
61.99,39.63,43.48,5.65,30.5,50.7,442.5,88.76
116.33,80.57,52.31,6.41,22.7,70.8,321.0,145.17
39.53,16.44,58.73,7.14,19.4,85.3,946.9,87.67
41.23,11.43,12.84,5.53,20.8,65.0,1381.2,67.45
178.19,49.89,42.32,6.66,18.6,30.6,246.1,147.41
159.94,57.51,64.35,7.26,19.0,45.8,1274.5,180.19
115.16,65.02,46.82,5.94,19.3,87.1,858.4,139.5
139.57,24.59,78.34,5.87,15.3,84.6,1319.2,163.19
21.86,21.18,8.76,7.04,29.3,36.9,1296.5,60.42
147.06,30.72,60.72,6.01,23.0,84.5,1337.9,154.69
91.62,31.15,45.23,5.88,15.5,87.9,1199.5,120.78
41.56,29.33,92.3,6.26,22.4,49.5,1295.9,127.76
64.96,48.25,71.79,6.29,33.1,72.1,428.8,110.67
54.9,41.68,21.22,7.25,25.2,63.6,595.0,80.26
76.74,81.41,65.95,6.74,34.7,50.2,515.2,134.44
67.01,20.5,36.39,6.31,25.8,39.2,1165.2,106.52
68.16,56.17,65.36,6.57,34.3,52.0,399.7,113.9
46.13,30.86,7.2,7.41,19.0,85.7,436.9,58.75
117.69,29.63,71.47,5.73,20.8,78.7,1342.7,151.06
41.91,26.59,28.9,5.92,29.0,49.8,1117.6,86.08
40.02,18.81,33.77,7.43,34.7,62.9,1338.0,94.28
33.69,14.75,7.66,7.41,31.5,54.4,381.2,52.36
25.17,23.5,31.74,5.85,26.1,58.0,718.7,68.17
40.32,40.47,27.31,5.79,16.7,75.7,568.1,70.36
31.18,44.66,29.76,6.34,22.3,62.6,212.6,62.14
49.74,41.11,41.05,5.6,16.7,40.9,569.9,91.93
40.51,11.62,11.48,6.81,21.2,46.1,693.5,57.24
122.01,80.32,81.47,5.65,20.2,64.1,319.9,148.62
40.92,17.34,21.54,5.62,22.8,71.6,936.4,74.72
161.62,34.6,29.28,6.47,31.7,60.5,698.1,136.81
72.84,26.5,84.46,7.42,18.0,67.2,260.4,97.57
70.29,28.17,89.75,6.35,21.1,77.4,1115.2,132.2
33.91,23.84,18.65,6.21,20.2,62.7,1148.1,72.48
47.22,39.5,24.08,7.5,20.9,88.6,1284.8,102.19
141.41,91.66,11.93,6.56,22.2,44.1,831.2,152.33
67.98,44.95,52.96,6.25,19.9,85.2,1459.3,137.43
53.69,29.54,81.07,6.27,33.9,44.9,1388.3,132.31
36.38,71.79,78.33,5.89,23.4,61.9,916.8,122.95
81.22,43.64,33.63,6.52,17.3,57.4,778.4,103.51
101.64,79.13,70.73,6.38,24.4,52.4,203.9,134.94
118.75,28.83,89.62,6.04,18.7,87.8,1124.3,158.54
68.71,13.13,47.46,5.82,19.3,46.3,934.4,89.33
120.65,87.24,45.11,6.12,20.7,70.5,1418.8,174.57
93.91,52.31,33.48,6.52,17.5,78.2,972.5,117.93
46.16,126.21,34.53,5.62,29.4,41.8,1490.7,165.25
130.69,45.09,90.72,5.81,30.8,88.4,1310.0,181.47
70.5,77.43,21.07,7.4,22.9,62.8,1439.7,135.53
65.33,66.23,107.54,6.59,28.8,84.9,626.0,144.45
112.33,71.34,23.33,5.63,22.8,69.8,394.1,111.91
82.39,23.21,51.1,6.89,18.3,69.0,1235.9,119.18
77.42,126.12,43.76,5.62,22.9,50.7,1222.1,166.85
40.17,22.01,14.12,6.98,26.1,76.2,474.9,54.76
109.12,42.53,43.65,7.0,15.8,31.8,1194.2,136.25
36.14,8.63,16.83,6.8,28.1,63.3,956.6,68.27
64.94,16.14,7.91,6.96,29.9,31.9,342.4,61.31
98.39,56.86,44.45,5.68,32.2,48.4,852.3,133.22
68.45,18.33,40.12,6.95,17.1,35.8,1410.5,111.81
24.36,36.81,54.44,5.77,15.0,84.7,858.4,92.73
218.38,60.37,10.25,6.18,16.5,67.7,1225.3,180.39
65.14,41.06,35.3,7.39,33.5,70.1,237.6,94.28
110.26,54.71,26.23,6.51,30.3,81.1,1146.5,145.74
55.37,82.37,45.86,7.43,31.7,74.0,1430.9,138.3
24.02,18.41,23.07,5.68,25.3,37.5,849.4,66.65
45.68,94.89,78.02,6.46,25.5,67.1,639.0,142.68
34.93,110.04,33.22,5.62,21.0,88.7,1040.6,131.72
64.72,34.07,46.61,6.76,31.9,42.8,1391.1,112.22
19.97,25.64,20.89,5.66,31.6,67.2,429.8,51.7
23.45,33.08,66.76,5.85,22.8,63.8,724.8,85.44
99.18,105.79,66.03,6.02,21.6,53.5,403.2,156.2
54.18,27.42,11.8,7.0,29.8,87.3,845.7,82.76
82.01,5.49,17.3,5.83,15.5,51.4,902.5,76.67
37.25,39.17,24.88,7.19,32.2,35.6,1427.5,96.38
91.96,146.72,34.02,5.76,23.9,87.8,736.3,155.35
100.09,59.52,65.39,5.57,23.8,73.8,937.0,144.93
122.7,64.46,83.34,6.29,28.4,50.5,1350.8,180.02
179.98,78.05,20.37,7.46,27.9,46.8,617.8,165.64
123.35,119.59,39.06,5.72,20.3,85.7,1076.4,186.37
72.7,35.13,63.58,5.7,33.9,46.4,1184.3,129.35
63.15,47.45,58.51,7.0,34.7,62.2,629.7,108.89
154.43,33.0,69.77,6.12,25.5,42.9,413.6,150.13
34.83,61.24,36.93,6.93,26.2,89.7,853.8,95.6
21.45,31.79,2.36,5.9,26.1,76.2,663.8,52.03
71.29,32.91,28.69,6.42,24.7,64.1,546.4,88.65
81.87,72.6,74.63,6.03,33.9,74.7,1465.4,159.34
35.78,16.88,28.24,6.4,19.9,85.0,852.8,68.47
71.39,130.33,44.48,7.04,17.2,87.8,1313.4,161.95
154.23,78.35,21.33,7.02,33.6,77.2,453.9,151.32
35.69,17.93,21.59,6.53,19.3,80.9,1421.3,78.95
12.54,37.66,24.3,7.36,30.0,53.9,1232.8,75.54
46.97,17.44,35.29,6.03,19.1,53.5,1251.3,87.66
63.26,46.53,29.31,5.98,34.2,78.5,706.7,93.68
84.61,34.94,63.65,6.73,30.8,75.6,831.3,131.07
46.87,71.35,53.18,6.74,33.4,84.1,971.4,126.94
169.27,24.58,69.45,5.59,34.0,38.0,1226.7,177.7
49.58,24.86,11.16,6.72,16.7,71.4,1303.8,83.22
138.07,45.54,40.8,6.25,23.7,68.9,301.5,125.67
100.06,42.58,44.55,6.99,28.0,77.9,1375.3,148.36
88.88,82.7,62.62,7.12,31.0,31.5,1418.7,164.31
23.95,87.35,24.2,6.6,19.8,79.6,970.8,95.46
48.78,59.7,59.32,5.5,33.3,49.6,442.8,107.93
33.02,12.29,11.78,6.77,19.4,71.2,1263.9,69.17
33.23,23.39,22.38,7.0,32.3,67.0,913.2,72.49
43.68,89.16,10.86,6.0,25.3,56.4,1262.4,113.66
132.55,11.78,25.97,6.43,25.3,74.8,1259.3,127.22
39.83,19.67,11.91,7.43,22.5,87.7,312.7,52.07
125.34,45.2,85.66,6.1,17.1,49.4,989.1,159.67
122.16,58.56,105.78,5.95,21.9,74.9,828.1,174.01
114.34,67.98,16.78,5.92,23.5,48.9,1430.0,152.37
25.78,25.05,12.58,6.62,24.6,80.7,585.6,61.58
94.89,73.0,66.81,7.4,29.8,56.2,467.8,132.83
60.56,21.66,22.08,6.72,22.0,57.0,1366.2,102.64
79.05,69.91,84.44,6.11,23.1,76.3,393.3,138.78
88.44,37.84,32.32,6.78,33.1,59.8,1092.5,125.0
29.26,8.44,25.7,6.75,30.1,46.0,590.0,55.67
68.46,15.22,36.02,6.69,15.5,89.7,938.2,89.9
25.77,52.73,78.3,5.82,31.2,67.2,1001.1,106.95
116.56,74.26,43.28,6.77,34.8,68.7,742.6,146.78
29.18,37.7,16.42,6.36,33.8,68.8,1467.5,101.35
52.81,34.36,34.63,5.54,31.7,83.0,371.4,79.95
32.45,17.46,20.98,6.58,27.6,41.0,708.8,61.16
131.47,53.34,19.2,7.48,20.6,33.5,759.5,131.81
79.67,73.41,15.52,6.2,28.1,53.2,1020.4,114.6
105.03,102.3,74.96,7.43,28.9,63.9,729.4,167.45
94.51,103.3,37.29,5.69,20.6,47.1,326.1,135.53
123.18,59.27,62.05,6.96,20.1,71.4,1431.7,172.02
31.75,33.65,25.7,5.73,22.9,34.4,740.9,69.86
50.21,55.49,11.0,6.05,27.8,77.4,645.5,92.19
98.22,37.77,42.31,6.64,20.9,73.1,780.7,109.45
29.02,22.43,1.95,6.69,26.1,42.8,481.6,47.93
93.98,135.03,38.49,7.05,33.0,47.9,330.3,154.49
137.27,63.51,43.62,6.73,20.9,78.4,393.2,144.35
18.87,27.22,18.41,6.69,34.3,76.4,416.7,52.22
108.15,88.06,66.08,7.32,24.5,78.8,457.0,153.59
14.6,21.37,15.13,6.4,17.0,49.3,745.9,51.35
34.02,4.76,39.82,5.95,16.1,88.2,1011.1,81.2
17.2,22.1,24.5,5.82,21.8,72.9,1017.6,68.4
55.59,46.56,67.65,6.3,20.2,33.9,200.1,100.74
154.39,53.33,38.29,6.93,31.9,58.7,1397.2,165.52
21.6,41.56,31.44,5.59,29.8,69.9,1269.7,90.78
151.96,31.21,59.73,5.76,32.7,40.1,1453.1,174.28
19.42,31.37,45.4,5.71,26.8,84.1,668.0,76.15
122.91,146.46,28.23,6.67,23.7,75.2,1064.2,182.62
144.61,51.46,67.32,5.99,20.4,34.9,418.4,139.03
103.58,64.03,66.69,5.83,26.7,84.8,1262.1,151.55
95.84,19.6,82.46,6.69,27.4,54.3,409.8,111.99
59.92,18.12,32.56,7.02,22.9,57.1,623.8,92.53
36.25,7.62,35.93,6.16,33.7,77.0,838.1,56.6
59.62,28.24,77.25,6.66,27.8,68.6,972.9,116.46
88.59,37.16,24.95,5.7,31.7,56.3,927.5,108.05
74.12,59.45,85.03,7.37,27.4,45.6,332.7,124.97
38.48,19.91,34.11,6.17,21.3,61.0,748.2,72.54
117.35,23.54,49.62,7.5,29.7,64.8,1399.8,138.28
48.33,126.71,48.26,7.46,19.6,67.9,1334.1,160.69
42.29,39.04,43.37,7.06,26.9,66.3,968.0,88.61
124.21,59.43,61.35,5.54,23.0,67.0,944.0,164.77
79.3,40.5,38.19,6.59,18.0,58.5,345.2,95.21
40.56,19.85,30.29,5.67,23.3,63.7,460.3,59.26
33.14,19.51,46.05,7.29,21.2,47.3,528.4,65.99
22.7,15.33,81.67,7.08,17.2,39.5,834.7,94.05
39.83,26.3,23.37,7.44,31.5,66.4,1150.8,78.86
129.09,47.1,14.51,6.72,25.0,32.8,798.9,124.56
135.54,8.88,142.88,6.54,21.9,33.9,363.9,158.79
178.25,47.09,48.66,6.54,25.1,44.8,771.2,164.87
47.22,40.04,43.65,6.27,30.1,41.7,411.4,86.54
169.84,79.83,16.54,6.44,15.4,52.4,1176.5,174.7
113.77,84.91,89.82,6.77,25.9,52.3,416.5,163.99
64.15,11.48,47.87,7.37,24.6,37.0,827.3,97.09
126.78,89.43,60.09,6.69,32.9,44.8,1101.4,179.06
79.92,48.26,171.22,7.21,26.1,30.3,496.7,167.31
104.27,63.18,81.95,7.23,17.7,51.1,298.8,131.55
98.84,21.71,27.05,6.54,22.8,77.8,932.3,106.64
60.33,88.53,53.25,6.19,27.4,46.0,270.5,116.59
65.47,63.75,11.78,6.78,15.9,68.6,964.1,93.77
96.17,75.97,126.86,6.39,32.7,35.9,1179.5,193.64
44.09,10.45,12.46,5.66,16.4,30.7,628.1,51.26
176.17,56.45,40.68,6.26,15.6,59.9,834.9,160.31
35.2,16.57,16.83,7.49,15.0,57.7,1407.4,80.27
19.56,13.78,27.16,5.6,28.7,41.5,812.4,49.87
107.89,104.9,72.21,6.89,24.1,47.2,1495.5,199.42
119.78,90.26,56.76,7.18,17.1,31.8,404.1,153.5
86.09,26.62,27.69,6.8,32.1,77.9,1121.6,104.32
143.34,50.62,95.44,6.64,19.1,48.1,1048.4,179.03
143.52,17.58,104.4,6.92,21.5,43.2,1334.0,177.83
157.8,71.91,45.79,6.36,18.6,78.3,320.2,147.33
103.23,60.51,35.05,5.68,33.5,32.4,564.3,120.54
109.28,30.18,150.14,7.42,30.2,47.1,371.8,161.38
133.45,21.82,97.13,6.36,29.5,45.8,1413.0,174.43
104.97,128.86,51.17,6.83,15.9,45.8,754.6,167.65
42.47,47.09,30.85,6.56,25.5,30.7,1383.1,107.08
69.49,58.0,55.52,5.61,26.5,86.1,582.7,116.15
100.25,57.7,108.95,7.41,22.7,81.8,364.3,147.24
74.36,93.58,26.97,7.09,21.4,54.9,585.5,121.46
90.21,75.16,84.94,5.8,32.0,56.7,976.3,166.69
125.75,87.21,80.34,7.46,15.5,61.4,1298.8,190.97
90.07,122.85,38.18,6.97,27.5,58.7,701.0,160.79
91.58,9.28,27.94,6.44,22.9,76.7,1389.3,103.65
30.05,9.12,40.53,6.72,28.3,59.3,517.5,58.12
97.29,10.51,10.41,5.71,19.0,41.3,1101.6,97.77
76.8,102.52,36.38,6.62,19.8,37.0,1156.4,147.71
22.82,6.86,23.02,5.65,26.7,85.1,556.2,46.45
57.7,8.36,31.33,6.59,34.6,32.9,235.1,65.74
58.02,15.78,57.89,6.61,34.5,83.9,674.8,94.04
131.27,75.96,61.57,7.25,20.0,71.4,258.8,152.04
20.85,38.4,3.55,6.95,17.0,54.3,1371.0,70.63
37.88,14.79,9.83,6.0,26.8,41.2,1439.6,80.08
119.07,40.81,28.02,7.28,23.4,48.6,1156.0,131.09
23.94,48.82,21.63,6.65,30.2,61.8,1144.7,91.87
49.42,27.86,33.32,6.71,25.6,69.4,513.2,78.55
21.71,60.14,14.25,5.84,25.2,71.5,296.1,59.57
58.76,71.03,65.61,7.22,27.9,56.8,1242.7,145.56
43.61,11.76,8.53,7.36,17.5,52.4,926.9,63.15
162.05,70.3,52.66,7.05,28.5,76.1,1086.1,174.57
38.81,20.37,21.62,7.38,24.8,85.5,1213.5,80.5
206.75,34.19,46.97,6.1,31.4,84.9,732.3,183.79
116.82,26.36,101.33,7.22,17.8,63.1,387.9,136.5
140.8,43.29,72.91,6.48,21.0,34.7,1233.5,170.89
41.14,31.23,20.83,5.83,34.0,34.4,789.9,78.54
121.57,50.02,45.81,6.84,26.1,54.2,1275.0,151.95
141.58,14.52,98.2,6.87,33.6,74.0,769.0,164.6
77.25,67.15,45.1,6.07,28.8,59.8,482.1,118.64
120.05,45.86,21.89,5.55,33.5,67.6,422.3,116.53
31.62,31.43,26.84,5.9,21.4,80.6,1167.1,82.9
52.36,37.79,63.45,6.3,16.8,32.4,947.4,112.06
34.69,35.88,17.02,5.84,31.0,85.4,726.0,70.24
113.97,42.01,137.22,5.89,31.1,49.9,839.8,180.15
97.51,91.89,31.8,6.28,27.4,32.8,914.5,153.84
22.02,15.19,24.88,7.42,26.6,80.1,511.2,59.51
50.95,43.74,74.51,7.03,33.3,86.0,691.6,111.42
102.93,27.75,78.82,6.14,18.5,76.1,580.1,126.97
44.59,17.21,12.11,7.4,27.3,78.3,705.0,58.07
91.85,77.62,46.73,6.79,16.0,82.3,850.7,135.61
63.62,12.5,18.18,6.41,17.8,61.3,425.4,52.35
116.72,13.29,21.99,6.44,23.7,70.8,711.6,106.66
64.87,99.53,42.0,6.32,31.4,47.2,701.1,126.77
73.06,13.74,54.5,5.97,29.7,45.0,571.8,93.26
52.25,21.78,71.17,6.27,34.5,66.5,1498.0,122.17
70.36,37.24,153.3,6.56,15.9,74.1,295.7,147.65
69.48,35.92,21.89,6.56,22.6,53.8,1035.8,106.09
131.44,55.28,27.08,7.02,18.2,54.0,426.8,130.4
123.75,41.95,96.61,6.22,15.7,87.3,1291.4,166.65
72.5,10.04,5.65,6.93,20.3,61.1,1388.5,93.09
40.38,18.96,2.16,6.66,19.9,89.2,721.9,52.03
115.9,42.25,98.25,7.42,23.4,81.8,1270.5,171.74
77.95,52.74,57.1,6.27,17.8,68.4,524.9,118.02
29.47,93.29,134.14,7.3,24.8,30.5,382.1,143.57
60.34,14.61,28.35,7.14,33.4,47.8,610.6,77.75
77.63,57.24,123.33,6.78,30.0,55.1,644.2,151.33
28.14,11.12,34.54,6.81,31.8,69.2,716.6,70.22
81.28,64.9,124.62,5.67,31.1,53.7,684.8,161.08
89.17,108.78,57.65,7.4,22.8,79.7,734.5,151.72
48.37,76.88,66.55,5.71,29.2,69.8,1123.0,137.13
110.84,20.65,70.61,6.63,30.1,50.8,519.3,127.25
52.03,54.31,30.16,6.16,19.1,77.1,224.1,71.82
22.6,32.35,45.46,6.36,32.2,48.2,836.6,84.03
104.29,42.49,17.12,6.72,24.2,33.8,782.8,107.78
82.29,90.27,41.85,7.32,15.3,40.4,278.1,121.94
76.32,130.57,92.7,6.42,27.9,30.2,373.9,164.01
127.35,53.77,73.18,7.48,28.5,79.9,862.9,154.42
58.13,67.47,33.0,6.69,26.0,67.6,505.2,96.11
39.24,107.71,88.85,5.82,19.2,64.2,1340.9,162.79
28.52,8.0,40.48,5.88,24.6,69.7,425.3,58.86
96.25,13.02,44.53,6.93,23.0,69.2,226.2,85.16
54.34,22.63,79.23,5.6,34.5,63.9,781.8,108.73
194.96,39.87,64.87,6.46,31.5,80.5,1482.0,197.38
66.18,29.78,51.84,5.8,30.2,56.5,1024.0,108.79
31.52,12.69,26.58,6.37,18.6,78.3,660.2,56.46
27.99,5.69,33.12,7.0,21.6,77.2,221.9,40.84
143.23,68.5,12.87,6.42,22.6,42.0,830.4,135.63
76.0,11.91,34.39,5.83,24.9,57.2,468.4,79.81
99.16,101.8,66.24,6.0,15.6,80.1,1042.1,173.65
77.18,61.57,31.95,6.24,26.9,79.9,957.9,119.89
28.0,29.33,75.27,5.64,22.2,31.4,544.8,85.59
107.31,50.31,82.18,6.67,26.2,43.4,289.5,137.85
53.44,30.92,70.04,6.72,15.2,55.4,1181.5,113.22
116.16,65.96,52.18,5.62,21.4,32.8,961.1,151.23
101.06,67.4,60.03,6.3,30.4,45.6,1294.8,151.4
154.75,34.94,41.1,6.33,25.0,45.5,537.7,136.51
87.86,26.32,150.12,6.17,30.8,42.9,1048.7,168.11
149.86,53.69,58.55,6.62,29.0,53.8,354.3,138.17
36.43,138.16,41.61,6.19,32.1,78.8,579.4,129.66
110.52,74.62,104.06,6.33,15.1,44.6,1053.5,167.48
28.69,13.75,12.76,7.1,20.2,64.9,1273.3,66.89
68.16,123.23,91.2,5.82,26.0,63.5,617.2,167.48
45.16,20.06,21.89,6.74,33.8,79.1,1238.5,82.93
44.47,17.35,41.08,6.51,28.6,53.6,1081.1,86.05
71.17,98.52,84.61,6.11,24.1,43.4,653.3,143.97
80.1,18.05,51.96,6.96,17.6,83.5,1339.3,120.19
57.12,59.7,39.48,6.6,24.9,80.0,862.0,106.78
73.3,13.27,28.73,6.45,23.8,67.3,1042.7,93.49
38.03,22.06,46.01,6.84,30.6,35.6,844.3,90.24
29.91,14.11,32.58,7.1,23.3,31.0,788.5,61.62
32.32,58.6,8.28,7.45,21.4,41.0,1302.4,99.27
119.03,58.16,14.52,6.76,16.8,41.8,583.1,115.43
61.72,113.07,51.91,7.25,15.9,38.2,247.6,129.21
67.28,105.91,61.52,5.5,23.8,45.7,1343.7,161.86
63.02,51.61,27.86,6.56,21.9,50.3,1272.5,105.63
110.49,115.69,54.32,5.93,26.1,75.3,676.5,159.56
55.67,17.91,58.61,5.69,29.2,72.6,441.1,83.87
42.59,17.81,17.41,6.56,15.8,36.3,1078.2,66.09
148.3,52.63,85.37,6.99,24.9,88.6,302.4,159.85
56.62,51.58,77.0,6.32,32.2,75.1,750.9,125.67
176.25,57.76,58.79,6.84,24.1,39.8,311.6,153.15
78.63,28.13,41.65,6.48,25.4,37.5,977.3,107.17
129.9,18.22,91.18,6.37,24.7,35.3,235.4,131.19
40.87,12.05,24.58,6.08,22.8,73.9,1018.0,77.29
112.26,101.97,49.27,6.27,17.2,44.2,1075.2,169.5
45.52,14.28,32.9,6.2,17.5,34.4,833.3,72.78
12.6,40.41,14.18,6.79,18.6,55.3,427.5,43.07
31.83,28.01,14.55,5.73,30.9,72.5,331.8,53.34
125.05,26.85,37.4,5.69,20.5,48.3,607.3,116.32
65.58,32.72,24.7,6.82,34.0,59.0,804.8,88.34
159.24,19.01,111.96,6.59,31.2,41.6,1034.9,192.98
138.17,68.59,56.44,6.36,28.7,55.7,201.6,144.25
72.67,39.09,139.04,5.8,29.4,51.5,1124.4,161.76
179.9,33.68,38.82,6.32,16.0,56.0,1126.5,160.4
207.36,48.73,16.61,7.08,26.4,57.9,777.9,169.13
103.55,73.66,89.08,7.28,33.8,35.5,646.4,165.25
126.85,95.58,59.68,6.91,15.8,35.6,1295.0,186.15
135.05,116.58,31.98,5.62,20.8,45.6,1220.0,187.64
52.66,21.48,50.45,6.84,16.0,36.9,1478.3,103.66
32.94,45.7,26.27,5.98,26.4,45.2,683.5,78.01
107.37,43.12,60.31,6.13,17.3,31.5,1378.9,144.47
49.61,11.23,19.96,5.89,24.6,51.0,313.6,58.75
66.23,33.37,3.2,7.05,29.4,42.8,734.9,83.81
112.38,87.6,43.22,6.8,18.3,83.5,805.0,144.46
115.65,79.95,16.7,6.72,30.1,81.5,773.1,132.37
104.94,31.39,76.37,6.84,16.2,48.0,1012.6,135.15
77.16,44.62,165.92,5.97,18.0,58.5,421.3,161.22
81.84,72.4,62.66,6.39,20.6,87.3,1326.4,151.86
119.29,31.7,6.71,6.77,30.9,61.4,917.3,112.74
72.45,32.72,14.93,6.77,32.0,80.9,1375.5,106.08
48.67,14.56,71.37,7.08,19.4,79.6,203.4,86.45
63.58,6.54,49.38,6.07,16.9,86.5,1019.0,98.5
24.03,22.98,11.69,7.04,32.0,48.3,736.2,57.12
68.59,28.15,18.67,6.38,28.0,32.6,856.6,81.35
149.21,22.68,86.91,6.84,18.2,36.2,1166.9,159.57
63.02,128.14,40.95,6.41,26.2,64.3,495.3,128.06
104.35,27.5,73.65,7.4,32.4,61.8,466.4,125.41
71.52,127.78,76.3,5.86,16.4,47.9,1113.9,173.68
43.7,42.15,30.15,6.85,16.7,44.9,877.8,93.83
88.24,49.59,56.58,6.65,20.5,72.6,503.7,120.0
38.18,16.44,3.18,5.85,28.0,50.4,829.2,48.23
102.55,64.03,106.42,5.63,18.6,66.2,797.4,160.04
32.53,40.02,89.35,7.1,31.3,72.7,1098.9,111.79
25.16,19.67,49.67,5.81,30.0,55.8,203.5,57.34
62.06,14.41,33.32,5.87,26.2,41.6,962.8,90.58
117.51,87.3,57.29,7.46,17.3,81.6,987.4,164.51
44.74,15.63,16.83,6.93,34.8,35.6,1169.2,80.55
100.75,43.89,136.66,6.0,24.8,79.8,1356.0,180.42
65.75,63.01,14.65,6.68,24.0,80.2,772.2,111.22
39.15,8.61,65.04,6.57,34.9,64.3,645.3,83.5
58.73,23.89,50.38,7.19,32.3,67.8,333.0,90.81
50.69,96.54,4.98,6.96,24.1,51.5,637.9,104.14
109.55,17.92,59.53,7.16,23.4,80.5,289.0,109.9
61.62,38.87,96.22,5.92,16.9,45.8,1243.7,142.09
65.48,43.28,53.23,6.78,33.5,63.6,1249.1,122.4
76.51,45.96,39.14,5.58,31.9,30.1,742.4,106.5
33.17,61.13,27.0,5.64,21.2,86.4,537.5,80.51
97.08,26.69,22.23,6.93,30.1,86.9,353.4,88.81
57.34,74.01,35.45,5.55,30.3,72.6,1306.6,116.4
113.73,23.24,62.43,6.66,19.6,55.4,1340.7,143.76
32.71,17.49,32.5,7.18,27.3,40.7,546.2,66.05
71.73,85.08,84.19,6.26,20.1,59.5,1008.3,148.26
92.6,101.23,26.26,5.59,30.8,77.5,536.2,126.95
50.79,15.32,58.59,6.93,18.1,66.3,492.7,81.08
64.42,55.97,44.41,7.36,28.4,61.6,227.6,96.96
103.65,100.36,82.69,6.93,21.5,81.0,950.3,175.32
25.88,18.89,10.33,6.66,15.7,48.8,394.9,44.26
110.16,22.67,119.97,5.96,17.5,81.6,216.1,137.05
58.34,75.35,44.22,5.53,28.1,56.4,336.3,102.74
100.14,4.33,100.23,6.89,19.8,30.1,607.9,124.37
77.14,110.58,33.38,5.96,27.6,73.9,1069.9,148.01
75.33,45.27,43.4,7.22,23.3,82.7,463.4,100.67
59.96,13.12,24.92,6.43,28.9,59.1,1353.9,94.65
85.61,91.73,100.06,6.56,24.9,57.3,575.0,162.63
93.65,58.04,83.31,7.01,21.2,78.3,630.6,145.4
70.39,38.68,80.83,7.06,17.9,83.1,483.4,115.21
62.91,65.31,33.88,6.79,21.8,88.5,529.9,89.76
106.59,29.0,39.21,7.38,27.7,50.7,296.4,94.9
153.47,78.56,23.87,7.46,29.8,65.7,583.2,154.37
5.42,17.98,29.7,7.39,18.2,79.4,1317.5,65.64
121.84,27.89,116.56,7.15,28.3,61.9,1095.0,177.53
14.46,33.48,13.77,6.91,18.6,57.7,1337.8,67.31
117.38,20.22,66.4,6.83,19.4,64.3,336.3,120.09
87.58,20.86,24.86,5.71,25.6,51.4,792.3,91.17
88.87,37.13,93.6,6.04,20.8,41.5,498.0,134.51
18.17,23.07,30.16,5.51,28.2,34.0,1137.6,71.77
82.99,26.94,79.17,5.77,34.1,66.6,1461.3,140.37
133.27,25.66,104.87,6.38,18.0,52.7,1260.0,173.7
46.2,47.0,80.5,5.79,26.4,83.0,245.9,92.17
20.21,34.35,16.54,7.3,33.5,43.4,611.7,55.86
27.42,22.37,9.51,7.11,18.5,48.6,237.2,44.81
96.87,27.4,81.03,5.64,22.3,88.2,252.2,121.94
